sample_id,target_object,prompt,condition,baseline_text,masked_text,baseline_answer_class,masked_answer_class,baseline_correct,masked_correct,accuracy_change
sample_000448,bench,Is there a bench in the image?,all,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000449,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000450,bus,Is there a bus in the image?,all,"Yes, there is a bus in the image, and it is driving down the street.","Yes, there is a bus in the image, and it is parked on the side of the street.",yes,yes,1,1,0
sample_000451,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, and the woman is sitting on it.","Yes, there is a chair in the image, and the girl is sitting on it while eating a sandwich.",yes,yes,1,1,0
sample_000454,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, and it is positioned in front of the desk.","Yes, there is a chair in the image, and it is positioned in front of a desk.",yes,yes,1,1,0
sample_000455,car,Is there a car in the image?,all,"Yes, there is a car in the image, parked next to the motorcycle.","Yes, there is a car in the image, and it is parked next to a motorcycle.",yes,yes,1,1,0
sample_000456,bottle,Is there a bottle in the image?,all,"Yes, there is a bottle in the image, which is placed next to the plate of food.","Yes, there is a bottle in the image, which is placed next to the plate of food.",yes,yes,1,1,0
sample_000457,bus,Is there a bus in the image?,all,"Yes, there is a bus in the image, and it is parked in front of a building.","Yes, there is a bus in the image, parked in a parking lot.",yes,yes,1,1,0
sample_000458,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000459,bench,Is there a bench in the image?,all,"Yes, there is a bench in the image.","Yes, there is a bench in the image, and a woman is sitting on it.",yes,yes,1,1,0
sample_000460,cat,Is there a cat in the image?,all,"Yes, there is a cat in the image.","Yes, there is a cat in the image, and it is sitting in a sink.",yes,yes,1,1,0
sample_000461,cat,Is there a cat in the image?,all,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000462,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, and a little girl is sitting on it.","No, there is no chair in the image. The image features a little girl and a woman sitting at a table.",yes,no,1,0,-1
sample_000463,bus,Is there a bus in the image?,all,"Yes, there is a bus in the image, and the two women are standing next to it.","Yes, there is a bus in the image, and the two women are standing in front of it.",yes,yes,1,1,0
sample_000464,car,Is there a car in the image?,all,"Yes, there is a car in the image, parked on the street next to the fire hydrant.","Yes, there is a car in the image, and it is parked on the street.",yes,yes,1,1,0
sample_000465,dog,Is there a dog in the image?,all,"Yes, there is a dog in the image.","Yes, there is a dog in the image, and it is wearing a Santa hat.",yes,yes,1,1,0
sample_000466,dog,Is there a dog in the image?,all,"Yes, there is a dog in the image, sitting on a chair.","No, there is no dog in the image. The image features a chair with a floral pattern and a painting of a lake in the background.",yes,no,1,0,-1
sample_000467,car,Is there a car in the image?,all,"Yes, there is a car in the image, parked on the side of the road.","Yes, there is a car in the image.",yes,yes,1,1,0
sample_000468,bottle,Is there a bottle in the image?,all,"Yes, there is a bottle in the image, which is placed on the table along with the sandwiches and other food items.","Yes, there is a bottle in the image, which is placed next to a plate of food.",yes,yes,1,1,0
sample_000469,car,Is there a car in the image?,all,"Yes, there is a car in the image, parked on the side of the street.","Yes, there is a car in the image.",yes,yes,1,1,0
sample_000470,bottle,Is there a bottle in the image?,all,"Yes, there is a bottle in the image, which is placed on the table.","Yes, there is a bottle in the image, which is placed on the table.",yes,yes,1,1,0
sample_000471,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000472,cat,Is there a cat in the image?,all,"Yes, there is a cat in the image.","Yes, there is a cat in the image, and it is standing next to a motorcycle.",yes,yes,1,1,0
sample_000473,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, which is a red chair.","Yes, there is a chair in the image, which is red and located in front of a bookshelf.",yes,yes,1,1,0
sample_000474,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, located in the living room.","Yes, there is a chair in the image, located in front of a window.",yes,yes,1,1,0
sample_000475,dog,Is there a dog in the image?,all,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000477,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, and it is located in the kitchen.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000479,bus,Is there a bus in the image?,all,"No, there is no bus in the image. The image features a truck with a green hood and a green bed.","No, there is no bus in the image. The image features a truck, specifically a green pickup truck.",no,no,0,0,0
sample_000480,bicycle,Is there a bicycle in the image?,all,"Yes, there is a bicycle in the image.","Yes, there is a bicycle in the image.",yes,yes,1,1,0
sample_000481,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, and a man is sitting on it.","Yes, there is a chair in the image, and a man is sitting on it.",yes,yes,1,1,0
sample_000483,dog,Is there a dog in the image?,all,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000484,dog,Is there a dog in the image?,all,"Yes, there is a dog in the image.","Yes, there is a dog in the image. It is a small dog sitting on top of a chair.",yes,yes,1,1,0
sample_000486,car,Is there a car in the image?,all,"Yes, there is a car in the image, parked on the side of the street.","Yes, there is a car in the image, parked next to the clock.",yes,yes,1,1,0
sample_000487,bus,Is there a bus in the image?,all,"Yes, there is a bus in the image, and it is driving down the street.","Yes, there is a bus in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000488,car,Is there a car in the image?,all,"Yes, there is a car in the image, and it is parked next to a large airplane.","Yes, there is a car in the image, and it is parked next to a large airplane.",yes,yes,1,1,0
sample_000489,bicycle,Is there a bicycle in the image?,all,"Yes, there is a bicycle in the image, and the boy is standing next to it.",Yes,yes,yes,1,1,0
sample_000490,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, which is placed in front of a couch.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000491,chair,Is there a chair in the image?,all,"No, there is no chair in the image. The image shows a desk with a laptop, a monitor, and a keyboard.","No, there is no chair in the image. The image shows a desk with a laptop, a keyboard, and a picture.",no,no,0,0,0
sample_000492,bottle,Is there a bottle in the image?,all,"Yes, there is a bottle in the image, and it is sitting on a table.","No, there is no bottle in the image. The image features a black and white picture of a white object, which is a toothbrush.",yes,no,1,0,-1
sample_000493,bench,Is there a bench in the image?,all,"Yes, there is a bench in the image.","Yes, there is a bench in the image where the man is sitting.",yes,yes,1,1,0
sample_000494,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, and a man and a little girl are sitting on it.","Yes, there is a chair in the image, and a man and a little girl are sitting on it.",yes,yes,1,1,0
sample_000495,bench,Is there a bench in the image?,all,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000496,bench,Is there a bench in the image?,all,"Yes, there is a bench in the image.","Yes, there is a bench in the image, located on the sidewalk.",yes,yes,1,1,0
sample_000497,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000499,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, and it is located next to a bicycle.","Yes, there is a chair in the image, and it is located next to a bicycle.",yes,yes,1,1,0
sample_000500,cat,Is there a cat in the image?,all,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000501,car,Is there a car in the image?,all,"Yes, there is a car in the image, and it is parked in front of a building.","Yes, there is a car in the image, and it is parked in front of a building.",yes,yes,1,1,0
sample_000502,bottle,Is there a bottle in the image?,all,"No, there is no bottle in the image. The image features a cell phone, a cup, and a piece of paper on a table.","No, there is no bottle in the image. The image features a cell phone, a cup, and a wooden table.",no,no,0,0,0
sample_000503,bench,Is there a bench in the image?,all,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000504,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, and the man is standing next to it.","Yes, there is a chair in the image, and the man is standing next to it.",yes,yes,1,1,0
sample_000505,bench,Is there a bench in the image?,all,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000506,dog,Is there a dog in the image?,all,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000507,cat,Is there a cat in the image?,all,"Yes, there is a cat in the image, and it is sitting on the toilet seat.","No, there is no cat in the image. The image features a bathroom with a toilet and a sink.",yes,no,1,0,-1
sample_000508,car,Is there a car in the image?,all,"Yes, there is a car in the image, and it is driving down the street.","Yes, there is a car in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000509,car,Is there a car in the image?,all,"Yes, there is a car in the image, and it is driving down a street.","Yes, there is a car in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000510,bus,Is there a bus in the image?,all,"Yes, there is a bus in the image, parked on the side of the road.","Yes, there is a bus in the image.",yes,yes,1,1,0
sample_000511,bench,Is there a bench in the image?,all,"Yes, there is a bench in the image, and a man is sitting on it.","No, there is no bench in the image. The image features a man with a white shirt and a red collar.",yes,no,1,0,-1
sample_000512,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, which is located in front of a dining table.","Yes, there is a chair in the image, which is located in front of a table.",yes,yes,1,1,0
sample_000513,bench,Is there a bench in the image?,all,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000514,bottle,Is there a bottle in the image?,all,"Yes, there is a bottle in the image, which is placed on the table along with the wine glass.","Yes, there is a bottle in the image, which is placed on the table along with the wine glass.",yes,yes,1,1,0
sample_000515,cat,Is there a cat in the image?,all,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000516,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, and a man is sitting in it.","Yes, there is a chair in the image, and a man is sitting on it.",yes,yes,1,1,0
sample_000519,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, and it is positioned in front of the laptop.","Yes, there is a chair in the image, and it is positioned in front of the laptop.",yes,yes,1,1,0
sample_000520,bench,Is there a bench in the image?,all,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000521,car,Is there a car in the image?,all,"Yes, there is a car in the image, and it is parked near the dog playing with the frisbee.","Yes, there is a car in the image, and it is parked near a tree.",yes,yes,1,1,0
sample_000522,bottle,Is there a bottle in the image?,all,"Yes, there is a bottle in the image, and it is placed on the table next to the person.","Yes, there is a bottle in the image, and it is placed on the table.",yes,yes,1,1,0
sample_000523,chair,Is there a chair in the image?,all,"No, there is no chair in the image. The cat is sitting on a table.","Yes, there is a chair in the image, and the cat is sitting on top of it.",no,yes,0,1,1
sample_000524,bus,Is there a bus in the image?,all,"Yes, there is a bus in the image, and it is driving down the street.","Yes, there is a bus in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000526,bus,Is there a bus in the image?,all,"Yes, there is a bus in the image. It is a yellow and blue bus driving down a street.","Yes, there is a bus in the image.",yes,yes,1,1,0
sample_000527,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, and it is placed near a table.","Yes, there is a chair in the image, and it is placed next to a table.",yes,yes,1,1,0
sample_000528,cat,Is there a cat in the image?,all,"No, there is no cat in the image. The image features a dog laying on a bed.","No, there is no cat in the image. The image features a dog laying on a bed.",no,no,0,0,0
sample_000530,car,Is there a car in the image?,all,"Yes, there is a car in the image, driving under a freeway sign.","Yes, there is a car in the image.",yes,yes,1,1,0
sample_000532,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, located next to the table with the laptop and food.","Yes, there is a chair in the image, and it is located next to the table.",yes,yes,1,1,0
sample_000533,bus,Is there a bus in the image?,all,"Yes, there is a bus in the image, and it is driving down the street.","Yes, there is a bus in the image.",yes,yes,1,1,0
sample_000534,bottle,Is there a bottle in the image?,all,"Yes, there is a bottle in the image, and it is placed on a table.","Yes, there is a bottle in the image, and it is placed on a table.",yes,yes,1,1,0
sample_000535,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, which is located in a living room.","Yes, there is a chair in the image, which is located in front of a window.",yes,yes,1,1,0
sample_000536,bench,Is there a bench in the image?,all,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000537,bus,Is there a bus in the image?,all,"Yes, there is a bus in the image, and it is parked at a bus stop.","Yes, there is a bus in the image, and it is parked at a train station.",yes,yes,1,1,0
sample_000538,bus,Is there a bus in the image?,all,"No, there is no bus in the image. The image features a large airplane on the tarmac with people walking around it.",No,no,no,0,0,0
sample_000539,car,Is there a car in the image?,all,"Yes, there is a car in the image, and the little girl is standing next to it.","Yes, there is a car in the image.",yes,yes,1,1,0
sample_000540,bottle,Is there a bottle in the image?,all,"Yes, there is a bottle in the image, which is a can of beer.","Yes, there is a bottle in the image, which is placed next to the plate of cake.",yes,yes,1,1,0
sample_000541,dog,Is there a dog in the image?,all,"Yes, there is a dog in the image, and it is laying on the floor.","Yes, there is a dog in the image, and it is laying on the floor.",yes,yes,1,1,0
sample_000542,bench,Is there a bench in the image?,all,"Yes, there is a bench in the image.",Yes,yes,yes,1,1,0
sample_000543,bench,Is there a bench in the image?,all,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000544,cat,Is there a cat in the image?,all,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000545,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, located in the living room.","Yes, there is a chair in the image, which is located in the living room.",yes,yes,1,1,0
sample_000547,dog,Is there a dog in the image?,all,"Yes, there is a dog in the image, and it is sitting in the driver's seat of a yellow construction vehicle.","Yes, there is a dog in the image, and it is sitting in the back of a truck.",yes,yes,1,1,0
sample_000548,bus,Is there a bus in the image?,all,"Yes, there is a bus in the image, and it is driving down the street.","Yes, there is a bus in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000549,bench,Is there a bench in the image?,all,"Yes, there is a bench in the image, and a young boy is swinging a bat near it.","Yes, there is a bench in the image, and the boy is swinging a bat in front of it.",yes,yes,1,1,0
sample_000550,bench,Is there a bench in the image?,all,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000551,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, and it is located in a park.",Yes,yes,yes,1,1,0
sample_000552,car,Is there a car in the image?,all,"Yes, there is a car in the image, parked on the street next to the bench.","Yes, there is a car in the image, parked next to the bench.",yes,yes,1,1,0
sample_000553,dog,Is there a dog in the image?,all,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000554,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000555,car,Is there a car in the image?,all,"Yes, there is a car in the image, and it is driving down a busy street.","Yes, there is a car in the image.",yes,yes,1,1,0
sample_000556,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000557,car,Is there a car in the image?,all,"Yes, there is a car in the image, and it is parked behind the baseball field where the young boy is playing.",Yes,yes,yes,1,1,0
sample_000558,dog,Is there a dog in the image?,all,"Yes, there is a dog in the image.","Yes, there is a dog in the image, lying on a couch next to a cat.",yes,yes,1,1,0
sample_000559,bottle,Is there a bottle in the image?,all,"Yes, there is a bottle in the image, which is placed on the counter next to a blender.","Yes, there is a bottle in the image, which is placed on a countertop.",yes,yes,1,1,0
sample_000560,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, located next to the bicycle.","Yes, there is a chair in the image, and it is located next to the bicycle.",yes,yes,1,1,0
sample_000561,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, which is located in the living room.","Yes, there is a chair in the image, which is located next to a wall.",yes,yes,1,1,0
sample_000563,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, and it is located next to the plate of food.","Yes, there is a chair in the image, and it is located next to the plate of food.",yes,yes,1,1,0
sample_000564,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, located in front of a window.","Yes, there is a chair in the image, which is located in front of a window.",yes,yes,1,1,0
sample_000565,cat,Is there a cat in the image?,all,"Yes, there is a cat in the image, and it is sitting on top of a television.","Yes, there is a cat in the image, and it is sitting on top of a television.",yes,yes,1,1,0
sample_000566,bottle,Is there a bottle in the image?,all,"Yes, there is a bottle in the image, and it is sitting on a shelf.","Yes, there is a bottle in the image, and it is filled with a beverage.",yes,yes,1,1,0
sample_000567,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, and the child is sitting on it.","Yes, there is a chair in the image, and the child is sitting on it.",yes,yes,1,1,0
sample_000568,bus,Is there a bus in the image?,all,"Yes, there is a red double-decker bus in the image.","Yes, there is a red bus in the image.",yes,yes,1,1,0
sample_000570,bicycle,Is there a bicycle in the image?,all,"Yes, there is a bicycle in the image, and it is being ridden by a man.","Yes, there is a bicycle in the image.",yes,yes,1,1,0
sample_000571,cat,Is there a cat in the image?,all,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000572,cat,Is there a cat in the image?,all,"No, there is no cat in the image. The image features a person, specifically a baby, laying in bed with a book.","No, there is no cat in the image. The image features a person, specifically a baby, laying in bed.",no,no,0,0,0
sample_000573,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, and a cat is sitting on it.","Yes, there is a chair in the image, and a cat is sitting on it.",yes,yes,1,1,0
sample_000574,car,Is there a car in the image?,all,"Yes, there is a car in the image, parked near the water.","Yes, there is a car in the image, parked near the water.",yes,yes,1,1,0
sample_000575,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000577,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, located near the machine that is making donuts.","Yes, there is a chair in the image, and it is located next to a table.",yes,yes,1,1,0
sample_000578,bicycle,Is there a bicycle in the image?,all,"Yes, there is a bicycle in the image, and it is leaning against a brick wall.","Yes, there is a bicycle in the image, and it is positioned in front of a brick wall.",yes,yes,1,1,0
sample_000579,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, and the man is sitting on it while holding a tray of hot dogs.","Yes, there is a chair in the image, and the man is sitting on it while holding a tray of hot dogs.",yes,yes,1,1,0
sample_000580,bottle,Is there a bottle in the image?,all,"Yes, there is a bottle in the image, which is a Coca-Cola bottle.","Yes, there is a bottle in the image, which is a Coca-Cola bottle.",yes,yes,1,1,0
sample_000581,chair,Is there a chair in the image?,all,"No, there is no chair in the image. The image features a refrigerator and a window.","No, there is no chair in the image. The image features a doorway with a window and a green object, which is a refrigerator.",no,no,0,0,0
sample_000583,car,Is there a car in the image?,all,"Yes, there is a car in the image, and it is parked next to a blue truck.","Yes, there is a car in the image.",yes,yes,1,1,0
sample_000584,bicycle,Is there a bicycle in the image?,all,"Yes, there is a bicycle in the image, and it is being ridden by two people.","Yes, there is a bicycle in the image.",yes,yes,1,1,0
sample_000585,cat,Is there a cat in the image?,all,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000586,bicycle,Is there a bicycle in the image?,all,"Yes, there is a bicycle in the image, which is leaning against a wall or a doorway.","Yes, there is a bicycle in the image, which is parked inside a train or subway car.",yes,yes,1,1,0
sample_000587,cat,Is there a cat in the image?,all,"Yes, there is a cat in the image, and it is walking past a bicycle.","Yes, there is a cat in the image, and it is walking past a bicycle wheel.",yes,yes,1,1,0
sample_000588,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, located in the living room.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000590,dog,Is there a dog in the image?,all,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000591,dog,Is there a dog in the image?,all,"Yes, there is a dog in the image, and it is sitting on the floor next to a cat.","No, there is no dog in the image. The image features a cat and a suitcase.",yes,no,1,0,-1
sample_000592,car,Is there a car in the image?,all,"Yes, there is a car in the image, and it is parked next to a van.","Yes, there is a car in the image, which is parked next to a building.",yes,yes,1,1,0
sample_000594,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, and it is located next to a woman who is holding a cake.","Yes, there is a chair in the image, and a woman is sitting on it.",yes,yes,1,1,0
sample_000595,car,Is there a car in the image?,all,"Yes, there is a car in the image, and the boy is swinging a bat near it.",No,yes,no,1,0,-1
sample_000596,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, and the person is sitting on it.","Yes, there is a chair in the image, and the person is sitting on it.",yes,yes,1,1,0
sample_000598,bicycle,Is there a bicycle in the image?,all,"Yes, there is a bicycle in the image.","Yes, there is a bicycle in the image.",yes,yes,1,1,0
sample_000599,bus,Is there a bus in the image?,all,"No, there is no bus in the image. The image features a street with cars and traffic lights.","No, there is no bus in the image. The image features a street with cars and traffic lights.",no,no,0,0,0
sample_000600,bus,Is there a bus in the image?,all,"Yes, there is a bus in the image, and it is driving down the street.","Yes, there is a bus in the image, and it is parked on the street.",yes,yes,1,1,0
sample_000601,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, located in the kitchen.","Yes, there is a chair in the image, which is located next to the kitchen counter.",yes,yes,1,1,0
sample_000602,bench,Is there a bench in the image?,all,"Yes, there is a bench in the image, and a group of people is sitting on it.","Yes, there is a bench in the image, and it is located next to a table where people are sitting.",yes,yes,1,1,0
sample_000603,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000604,chair,Is there a chair in the image?,all,"No, there is no chair in the image. The image shows a living room with a couch and a bookshelf.","Yes, there is a chair in the image, located in the corner of the room.",no,yes,0,1,1
sample_000605,car,Is there a car in the image?,all,"Yes, there is a car in the image, and the skateboarder is riding past it.","Yes, there is a car in the image.",yes,yes,1,1,0
sample_000606,chair,Is there a chair in the image?,all,"No, there is no chair in the image. The image features a young boy pulling a suitcase.","No, there is no chair in the image. The image features a young boy, a man, and a woman walking down a sidewalk.",no,no,0,0,0
sample_000607,cat,Is there a cat in the image?,all,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000610,bicycle,Is there a bicycle in the image?,all,"Yes, there is a bicycle in the image, and a man is standing next to it.","Yes, there is a bicycle in the image, and a man is standing next to it.",yes,yes,1,1,0
sample_000611,bus,Is there a bus in the image?,all,"Yes, there is a bus in the image, and it is driving down a busy street.","Yes, there is a bus in the image, and it is driving down a busy street.",yes,yes,1,1,0
sample_000612,bicycle,Is there a bicycle in the image?,all,"Yes, there is a bicycle in the image, and a man is riding it down the road.","Yes, there is a bicycle in the image, and a person is riding it down the road.",yes,yes,1,1,0
sample_000614,car,Is there a car in the image?,all,"Yes, there is a car in the image, and it is parked on the side of the street.","Yes, there is a car in the image.",yes,yes,1,1,0
sample_000616,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, located in front of the television.","Yes, there is a chair in the image, located in front of the television.",yes,yes,1,1,0
sample_000617,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, and the man is sitting in it.","Yes, there is a chair in the image, and the man is sitting in it.",yes,yes,1,1,0
sample_000618,cat,Is there a cat in the image?,all,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000619,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, and the woman is sitting on it.","Yes, there is a chair in the image, and the woman is sitting on it.",yes,yes,1,1,0
sample_000620,car,Is there a car in the image?,all,"Yes, there is a car in the image, and it is parked next to a bus.","Yes, there is a car in the image, and it is parked in front of a building.",yes,yes,1,1,0
sample_000621,dog,Is there a dog in the image?,all,"Yes, there is a dog in the image.","Yes, there are two dogs in the image.",yes,yes,1,1,0
sample_000622,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, which is placed in front of a desk.","Yes, there is a chair in the image, which is placed in front of a desk.",yes,yes,1,1,0
sample_000624,car,Is there a car in the image?,all,"Yes, there is a car in the image, and it is driving down the street.","Yes, there is a car in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000625,bus,Is there a bus in the image?,all,"Yes, there is a bus in the image, and it is driving down a street.","Yes, there is a bus in the image.",yes,yes,1,1,0
sample_000626,car,Is there a car in the image?,all,"Yes, there is a car in the image, which is parked in front of a large building.",Yes,yes,yes,1,1,0
sample_000627,car,Is there a car in the image?,all,"Yes, there is a car in the image, parked next to a red bus.","Yes, there is a car in the image.",yes,yes,1,1,0
sample_000628,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, and a man is sitting on it.","Yes, there is a chair in the image, and a man is sitting on it.",yes,yes,1,1,0
sample_000629,dog,Is there a dog in the image?,all,"Yes, there is a dog in the image, and it is jumping in the air.","Yes, there is a dog in the image, and it is jumping into the air.",yes,yes,1,1,0
sample_000632,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, and it is located next to a table.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000634,chair,Is there a chair in the image?,all,"No, there is no chair in the image. The image features a table with a television, a potted plant, and a bunch of books.","No, there is no chair in the image. The image features a table with a television, a vase of flowers, and a pile of books.",no,no,0,0,0
sample_000635,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, and the man is standing next to it.","Yes, there is a chair in the image, and it is located near the ocean.",yes,yes,1,1,0
sample_000636,car,Is there a car in the image?,all,"Yes, there is a car in the image, and it is driving down the street.","Yes, there is a car in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000062,bottle,Is there a bottle in the image?,removed,"Yes, there is a bottle in the image, and it is located next to the man who is cutting the other man's hair.","No, there is no bottle in the image. The image features a man and a woman standing close to each other, with the man holding a pair of scissors.",yes,no,1,0,-1
sample_000068,car,Is there a car in the image?,removed,"Yes, there is a car in the image, and it is driving down the street.","Yes, there is a car in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000069,bus,Is there a bus in the image?,removed,"Yes, there is a bus in the image. It is a large bus parked in a parking lot.","Yes, there is a bus in the image. It is a large bus parked in a parking lot.",yes,yes,1,1,0
sample_000073,cat,Is there a cat in the image?,removed,"No, there is no cat in the image. The image features a close-up of a red background with a blurry, textured appearance.","No, there is no cat in the image. The image features a close-up of a red background with a blurry, textured appearance.",no,no,0,0,0
sample_000077,cat,Is there a cat in the image?,removed,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000079,cat,Is there a cat in the image?,removed,"Yes, there is a cat in the image, sitting in front of a television.","Yes, there is a cat in the image, sitting in front of a television.",yes,yes,1,1,0
sample_000080,cat,Is there a cat in the image?,removed,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000081,cat,Is there a cat in the image?,removed,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000084,cat,Is there a cat in the image?,removed,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000085,dog,Is there a dog in the image?,removed,"Yes, there is a dog in the image.","Yes, there is a dog in the image, sitting in front of a television.",yes,yes,1,1,0
sample_000086,bus,Is there a bus in the image?,removed,"Yes, there is a bus in the image, and it is driving down the street.","Yes, there is a bus in the image. It is a yellow double-decker bus.",yes,yes,1,1,0
sample_000088,cat,Is there a cat in the image?,removed,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000090,chair,Is there a chair in the image?,removed,"Yes, there is a chair in the image.","Yes, there is a chair in the image, and it is positioned in front of a mirror.",yes,yes,1,1,0
sample_000092,bus,Is there a bus in the image?,removed,"Yes, there is a bus in the image.","Yes, there is a bus in the image.",yes,yes,1,1,0
sample_000093,dog,Is there a dog in the image?,removed,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000094,dog,Is there a dog in the image?,removed,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
